Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol,Date,Daily_Return,Cumulative_Return,Rolling_Volatility,Sharpe_Ratio,Peak,Drawdown,Processed_Date,Data_Source
150.73780311259222,151.3327223270122,150.29160306378253,151.11892700195312,2190700,0.0,0.0,0.0,VTI,2020-07-16 00:00:00-04:00,-0.004470455618969527,-0.004470455618969527,,,151.7975311279297,-0.004470455618969577,2025-07-14 12:09:10.984394,Yahoo_Finance
151.60225907618334,151.9926734035468,150.65411607429635,151.69522094726562,2141100,0.0,0.0,0.0,VTI,2020-07-17 00:00:00-04:00,0.003813512686634324,-0.0006739910715531927,,,151.7975311279297,-0.0006739910715533248,2025-07-14 12:09:10.984394,Yahoo_Finance
151.53721652188085,153.2476073705302,151.1468021445147,152.85719299316406,3113200,0.0,0.0,0.0,VTI,2020-07-20 00:00:00-04:00,0.007659912017283554,0.006980758233421813,,,152.85719299316406,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
153.9726742998765,154.21435535317474,152.7921263952422,153.29409790039062,2345600,0.0,0.0,0.0,VTI,2020-07-21 00:00:00-04:00,0.002858255464929904,0.009858966488721643,,,153.29409790039062,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
152.9966304087541,154.2515449811144,152.9966304087541,154.09352111816406,2723200,0.0,0.0,0.0,VTI,2020-07-22 00:00:00-04:00,0.00521496410313782,0.015125344748192271,,,154.09352111816406,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
153.94484420898388,154.49328267275843,151.59305224900345,152.41107177734375,3114900,0.0,0.0,0.0,VTI,2020-07-23 00:00:00-04:00,-0.010918365214914849,0.004041835495315116,,,154.09352111816406,-0.01091836521491487,2025-07-14 12:09:10.984394,Yahoo_Finance
151.3606221558156,151.89046526014002,150.49612189171523,151.23048400878906,2360800,0.0,0.0,0.0,VTI,2020-07-24 00:00:00-04:00,-0.007746076153046122,-0.003735549023275775,,,154.09352111816406,-0.018579866879539518,2025-07-14 12:09:10.984394,Yahoo_Finance
151.5744124054825,152.54116505146217,151.17470746162104,152.5318603515625,2423500,0.0,0.0,0.0,VTI,2020-07-27 00:00:00-04:00,0.008605251456431207,0.004837557094482303,,,154.09352111816406,-0.010134499849633709,2025-07-14 12:09:10.984394,Yahoo_Finance
152.09492759656015,152.66196097532801,151.31409893254911,151.41635131835938,1904900,0.0,0.0,0.0,VTI,2020-07-28 00:00:00-04:00,-0.007313285438413031,-0.0025111067797872755,,,154.09352111816406,-0.01737366879787077,2025-07-14 12:09:10.984394,Yahoo_Finance
151.94625476719713,153.77747938827994,151.94625476719713,153.42425537109375,2153300,0.0,0.0,0.0,VTI,2020-07-29 00:00:00-04:00,0.013260813876783129,0.010716407777364267,,,154.09352111816406,-0.004343243909373043,2025-07-14 12:09:10.984394,Yahoo_Finance
151.92765887587984,153.2569261066423,150.97021087755587,153.08030700683594,2473300,0.0,0.0,0.0,VTI,2020-07-30 00:00:00-04:00,-0.002241812179084035,0.008450571424808873,,,154.09352111816406,-0.006575319351364284,2025-07-14 12:09:10.984394,Yahoo_Finance
153.87974131237655,153.95410800058784,151.48148299154033,153.8611602783203,3159700,0.0,0.0,0.0,VTI,2020-07-31 00:00:00-04:00,0.005100938760525864,0.013594616032664097,,,154.09352111816406,-0.0015079208921805864,2025-07-14 12:09:10.984394,Yahoo_Finance
154.74424688712207,155.51578534642206,154.44678012421298,155.19973754882812,4341600,0.0,0.0,0.0,VTI,2020-08-03 00:00:00-04:00,0.008699903653959451,0.022412791536320364,,,155.19973754882812,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
154.8743492459023,155.81320190429688,154.79998257236718,155.81320190429688,2811700,0.0,0.0,0.0,VTI,2020-08-04 00:00:00-04:00,0.003952740933442334,0.026454124428300974,,,155.81320190429688,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
156.6126226929726,157.02163229700525,156.44530831895509,156.947265625,2683000,0.0,0.0,0.0,VTI,2020-08-05 00:00:00-04:00,0.00727835450939307,0.03392502143351872,,,156.947265625,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
156.74275068428545,157.8210460826248,156.42670298670058,157.70950317382812,2150900,0.0,0.0,0.0,VTI,2020-08-06 00:00:00-04:00,0.004856647522929025,0.03894643082775806,,,157.70950317382812,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
157.3004976726008,157.97907402535125,156.7241737168943,157.8396453857422,2194200,0.0,0.0,0.0,VTI,2020-08-07 00:00:00-04:00,0.0008252020917891567,0.039803771595734005,,,157.8396453857422,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
158.0534655093641,158.38810848095764,157.14249849157935,158.2765655517578,2496700,0.0,0.0,0.0,VTI,2020-08-10 00:00:00-04:00,0.002768126885662081,0.04268208037170096,,,158.2765655517578,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
158.95513807442927,159.26189530612584,156.61263733128789,157.0030517578125,3124600,0.0,0.0,0.0,VTI,2020-08-11 00:00:00-04:00,-0.008046129820329373,0.034292524991699214,,,158.2765655517578,-0.008046129820329356,2025-07-14 12:09:10.984394,Yahoo_Finance
158.36953488658278,159.43854011200813,158.34164915047563,159.10389709472656,3364900,0.0,0.0,0.0,VTI,2020-08-12 00:00:00-04:00,0.013380920392265683,0.04813231093092862,,,159.10389709472656,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
158.75993217787752,159.652318188623,158.47177014665593,158.9830322265625,2247200,0.0,0.0,0.0,VTI,2020-08-13 00:00:00-04:00,-0.0007596600106665186,0.04733608672842693,,,159.10389709472656,-0.000759660010666505,2025-07-14 12:09:10.984394,Yahoo_Finance
158.69485763400618,159.23400540432337,158.37880989471475,158.93653869628906,2213900,0.0,0.0,0.0,VTI,2020-08-14 00:00:00-04:00,-0.0002924433483391109,0.04702980025638759,,,159.10389709472656,-0.0010518812014884771,2025-07-14 12:09:10.984394,Yahoo_Finance
159.35483710478985,159.75455621635055,159.31766085868784,159.61512756347656,3422400,0.0,0.0,0.0,VTI,2020-08-17 00:00:00-04:00,0.004269558609705237,0.0515001553546901,,,159.61512756347656,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
159.88466673161656,160.13565244742196,158.93650950390006,159.85678100585938,3551400,0.0,0.0,0.0,VTI,2020-08-18 00:00:00-04:00,0.0015139758121405222,0.053092101156359206,,,159.85678100585938,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
160.04272336973193,160.34948059991535,158.94584677452482,159.2340087890625,2291000,0.0,0.0,0.0,VTI,2020-08-19 00:00:00-04:00,-0.003895813570611306,0.048989450657570766,,,159.85678100585938,-0.0038958135706113587,2025-07-14 12:09:10.984394,Yahoo_Finance
158.2672394924542,159.94045412461057,158.20217752053284,159.68946838378906,2184400,0.0,0.0,0.0,VTI,2020-08-20 00:00:00-04:00,0.002860316073119318,0.05198989204381932,,,159.85678100585938,-0.001046640755666035,2025-07-14 12:09:10.984394,Yahoo_Finance
159.45712360759674,160.1636000905362,159.33629014393304,160.0892333984375,2284500,0.0,0.0,0.0,VTI,2020-08-21 00:00:00-04:00,0.0025033899774007384,0.05462343299588879,,,160.0892333984375,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
161.28829717681606,161.62294006347656,160.69337806541853,161.62294006347656,2467500,0.0,0.0,0.0,VTI,2020-08-24 00:00:00-04:00,0.00958032362627348,0.06472706678784101,,,161.62294006347656,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
161.94831405841975,162.18070458896116,161.20466152388875,162.162109375,5162700,0.0,0.0,0.0,VTI,2020-08-25 00:00:00-04:00,0.0033359701989810198,0.06827896455269378,,,162.162109375,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
162.42239519070912,163.77025751035316,162.19000464649486,163.63082885742188,2441100,0.0,0.0,0.0,VTI,2020-08-26 00:00:00-04:00,0.00905710642321167,0.07795448082432599,,,163.63082885742188,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
164.0863011290244,164.80205371289807,163.1660295703405,164.02122497558594,3435300,0.0,0.0,0.0,VTI,2020-08-27 00:00:00-04:00,0.0023858347530845148,0.0805263020869198,,,164.02122497558594,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
164.6998306969085,165.1925117328507,164.10491143131114,165.16461181640625,4163100,0.0,0.0,0.0,VTI,2020-08-28 00:00:00-04:00,0.0069709687937673515,0.0880586172196125,,,165.16461181640625,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
165.1459626533435,165.59214837246964,164.48596749497943,164.792724609375,3189600,0.0,0.0,0.0,VTI,2020-08-31 00:00:00-04:00,-0.0022516155424664452,0.08560872752596627,,,165.16461181640625,-0.0022516155424664006,2025-07-14 12:09:10.984394,Yahoo_Finance
165.17391692038436,166.38235067083184,164.69054058340652,166.25221252441406,2877700,0.0,0.0,0.0,VTI,2020-09-01 00:00:00-04:00,0.008856506975648548,0.09522342879412493,,,166.25221252441406,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
167.32122974520837,168.87359723020936,166.40095787537103,168.47389221191406,4021900,0.0,0.0,0.0,VTI,2020-09-02 00:00:00-04:00,0.013363308997609513,0.10985923789452223,,,168.47389221191406,0.0,2025-07-14 12:09:10.984394,Yahoo_Finance
167.32119724361417,167.77668783123727,161.28833341453725,162.61761474609375,5341400,0.0,0.0,0.0,VTI,2020-09-03 00:00:00-04:00,-0.03476074179169564,0.07127970750094259,,,168.47389221191406,-0.034760741791695665,2025-07-14 12:09:10.984394,Yahoo_Finance
162.98941575280546,163.73306827208117,157.2819050071518,161.2325439453125,4379900,0.0,0.0,0.0,VTI,2020-09-04 00:00:00-04:00,-0.008517347908120865,0.062155245525247205,,,168.47389221191406,-0.04298202036843233,2025-07-14 12:09:10.984394,Yahoo_Finance
158.30444503791293,158.99231198616312,156.50109210570145,156.70559692382812,3976000,0.0,0.0,0.0,VTI,2020-09-08 00:00:00-04:00,-0.028077129534220147,0.03233297511118338,,,168.47389221191406,-0.06985233814912548,2025-07-14 12:09:10.984394,Yahoo_Finance
158.79710448442,160.94439079091748,158.3323234073775,159.7731475830078,4290400,0.0,0.0,0.0,VTI,2020-09-09 00:00:00-04:00,0.019575246317913964,0.052541147381089726,,,168.47389221191406,-0.051644468556362795,2025-07-14 12:09:10.984394,Yahoo_Finance
160.86999663845606,161.26971567211325,156.7241580824198,157.15174865722656,3507600,0.0,0.0,0.0,VTI,2020-09-10 00:00:00-04:00,-0.01640700559159569,0.03527209889062366,,,168.47389221191406,-0.06720414306357923,2025-07-14 12:09:10.984394,Yahoo_Finance
158.2486693269746,158.54612184644995,155.70166386850013,157.20755004882812,3407700,0.0,0.0,0.0,VTI,2020-09-11 00:00:00-04:00,0.0003550796734899109,0.035639702969471054,,,168.47389221191406,-0.0668729262152656,2025-07-14 12:09:10.984394,Yahoo_Finance
158.95517401869486,160.22866999680772,158.58335472382882,159.66163635253906,3080800,0.0,0.0,0.0,VTI,2020-09-14 00:00:00-04:00,0.015610486283570424,0.05180654234739701,,,168.47389221191406,-0.05230635882912082,2025-07-14 12:09:10.984394,Yahoo_Finance
161.00017674591032,161.4091863999706,159.98695731089367,160.5725860595703,2129700,0.0,0.0,0.0,VTI,2020-09-15 00:00:00-04:00,0.005705501508326272,0.05780762616122748,,,168.47389221191406,-0.046899291329989164,2025-07-14 12:09:10.984394,Yahoo_Finance
161.2418678079251,162.09706334233616,159.9497768984136,160.042724609375,2826900,0.0,0.0,0.0,VTI,2020-09-16 00:00:00-04:00,-0.0032998251021425506,0.05431704600318277,,,168.47389221191406,-0.050044356973328305,2025-07-14 12:09:10.984394,Yahoo_Finance
157.6165665002924,159.45709570973708,157.30051875216435,158.72274780273438,2780400,0.0,0.0,0.0,VTI,2020-09-17 00:00:00-04:00,-0.008247652680634876,0.045621405192475484,,,168.47389221191406,-0.057879261179021486,2025-07-14 12:09:10.984394,Yahoo_Finance
